epoch,phase,train_steps,train_samples,train_loss,validation_macro_auprc,validation_macro_auroc,validation_macro_f1,train_seconds,validation_seconds,epoch_seconds,peak_gpu_memory_gib,learning_rates
33,full_finetune,112,3584,0.9951504335871765,0.17400046233048294,0.7923653733725223,0.19237056170718045,104.03817090002121,10.26075260003563,114.3793378000264,2.1468114852905273,"[3e-05, 0.0003]"
34,full_finetune,112,3584,0.9749627219779151,0.17612395015316346,0.7941213437038647,0.19448157113468367,103.61682779999683,9.977043099992443,113.6664173999452,2.1468114852905273,"[3e-05, 0.0003]"
35,full_finetune,112,3584,0.9769606414650168,0.17732380378115256,0.7957707806938623,0.1956581870053893,103.3081639999873,9.842044099990744,113.22757590003312,2.1468114852905273,"[3e-05, 0.0003]"
36,full_finetune,112,3584,0.9834230089826244,0.17939146355503194,0.7973796988528937,0.19660969817066717,103.21530549996532,9.761290199996438,113.05120279995026,2.1468114852905273,"[3e-05, 0.0003]"
37,full_finetune,112,3584,0.9812443133975778,0.18150824349266345,0.79913305005294,0.1978838714189368,103.14451930002542,9.80137439997634,113.02394169999752,2.1468114852905273,"[3e-05, 0.0003]"
38,full_finetune,112,3584,0.956649727587189,0.1844397340623301,0.8002803803604863,0.19999186385056913,103.44787530001486,9.752244699979201,113.27254599996377,2.1468114852905273,"[3e-05, 0.0003]"
39,full_finetune,112,3584,0.9710370642798287,0.18658934473022537,0.8010578195379658,0.1999622149966515,103.48168929998064,9.698075899970718,113.25689489999786,2.1468114852905273,"[3e-05, 0.0003]"
40,full_finetune,112,3584,0.9630336830658572,0.18808218482179348,0.8014400621784904,0.20051575056488513,103.38817530003143,10.106029299960937,113.56984430004377,2.1468114852905273,"[3e-05, 0.0003]"
41,full_finetune,112,3584,0.964467067271471,0.18998576125726602,0.8020465744094887,0.2022101250404432,103.60818360000849,10.058019699994475,113.74491700000362,2.1468114852905273,"[3e-05, 0.0003]"
42,full_finetune,112,3584,0.9715778002781528,0.1910817137704046,0.8027852455172649,0.20288554582201843,103.7094563000137,10.132829700014554,113.9196748000104,2.1468114852905273,"[3e-05, 0.0003]"
43,full_finetune,112,3584,0.966022436107908,0.19271652005551704,0.8033893194583318,0.20550465133231605,103.61862169997767,10.301597599987872,113.99653150001541,2.1468114852905273,"[3e-05, 0.0003]"
44,full_finetune,112,3584,0.9690663521843297,0.19430924011535658,0.8040672161039346,0.20701511864750685,103.70146200002637,10.175982500019018,113.95041520002997,2.1468114852905273,"[3e-05, 0.0003]"
45,full_finetune,112,3584,0.9461607464722225,0.19621856286964348,0.8043587505087266,0.20683752117356086,103.04271400003927,10.036440399999265,113.15661770000588,2.1468114852905273,"[3e-05, 0.0003]"
46,full_finetune,112,3584,0.9583985869373594,0.19759195705720667,0.8045482083055223,0.2073755049702568,103.35663110000314,10.14539500005776,113.57772469997872,2.1468114852905273,"[3e-05, 0.0003]"
47,full_finetune,112,3584,0.959232721477747,0.19911205813245011,0.8051261538851111,0.20743086957431175,103.24372940004105,10.19713630003389,113.51824869995471,2.1468114852905273,"[3e-05, 0.0003]"
48,full_finetune,112,3584,0.9548536693411214,0.20009905372239706,0.8058927140826162,0.20684633168101133,103.46261630003573,10.282143100048415,113.82520640001167,2.1468114852905273,"[3e-05, 0.0003]"
49,full_finetune,112,3584,0.9693626910448074,0.20189471644782825,0.8071238751010091,0.20821029104395114,103.11984479997773,10.206330700020771,113.40343060001032,2.1468114852905273,"[3e-05, 0.0003]"
50,full_finetune,112,3584,0.953865569617067,0.2035193065695411,0.8082644446178093,0.20884517971115527,103.34203449997585,10.249644399969839,113.66707279998809,2.1468114852905273,"[3e-05, 0.0003]"
51,full_finetune,112,3584,0.9456197619438171,0.2049009642378181,0.8091184398792066,0.20989840867821105,103.57339650002541,10.160056099994108,113.81122869998217,2.1468114852905273,"[3e-05, 0.0003]"
52,full_finetune,112,3584,0.9593916785504136,0.2060082814908684,0.8097099726691458,0.21408570484898407,103.46126409998396,10.197608199960086,113.73166749998927,2.1468114852905273,"[3e-05, 0.0003]"
53,full_finetune,112,3584,0.9673059178250176,0.20732482038117248,0.8103092275254505,0.21541135906670955,103.30646789999446,9.957662699976936,113.3444540000055,2.1468114852905273,"[3e-05, 0.0003]"
54,full_finetune,112,3584,0.9588926562241146,0.20827422808537063,0.8108596313405554,0.21626117634498518,105.2306213999982,14.446616899978835,119.84912929998245,2.1468114852905273,"[3e-05, 0.0003]"
55,full_finetune,112,3584,0.9619063335869994,0.20988655987292634,0.8115739528324616,0.21672537833313982,112.41895279998425,14.966828799981158,127.56486560002668,2.1468114852905273,"[3e-05, 0.0003]"
56,full_finetune,112,3584,0.9581995622387954,0.21142213602964818,0.8124080946800597,0.21704994982698791,112.21904419997009,14.990520999999717,127.39258529996732,2.1468114852905273,"[3e-05, 0.0003]"
57,full_finetune,112,3584,0.9751723871699401,0.21347853064171815,0.8134702014022002,0.21686854603609346,111.918601100042,13.787250699999277,125.90749439998763,2.1468114852905273,"[3e-05, 0.0003]"
58,full_finetune,112,3584,0.9489928686193058,0.21480067765135766,0.814302863637454,0.21669262587846072,111.69596669997554,13.366963899985421,125.14252799999667,2.1468114852905273,"[3e-05, 0.0003]"
59,full_finetune,112,3584,0.9567124944712434,0.21475450468122628,0.8143603235128405,0.21939039835117038,103.42644929996459,9.863830499991309,113.36925980000524,2.1468114852905273,"[3e-05, 0.0003]"
60,full_finetune,112,3584,0.9549806463931289,0.21564744952057238,0.814073921581663,0.22080579596964717,103.59638389997417,10.07532220002031,113.74939229997108,2.1468114852905273,"[3e-05, 0.0003]"
61,full_finetune,112,3584,0.9624780911420073,0.2173794172758847,0.8136663288185554,0.22113169187101422,103.53433860000223,10.182424200000241,113.79598180000903,2.1468114852905273,"[3e-05, 0.0003]"
62,full_finetune,112,3584,0.9579792943383966,0.21754507687554034,0.8131177362130203,0.22148305671966292,103.66518169996561,10.152949299954344,113.89867179997964,2.1468114852905273,"[3e-05, 0.0003]"
63,full_finetune,112,3584,0.9310654513537884,0.21785985724398355,0.8123383148342489,0.223129952432819,103.35476850002306,10.318309199996293,113.74880529998336,2.1468114852905273,"[3e-05, 0.0003]"
64,full_finetune,112,3584,0.9577844036476952,0.21744976132863264,0.8115724321780888,0.22413690819282922,103.45956659998046,10.110552500002086,113.65230840002187,2.1468114852905273,"[3e-05, 0.0003]"
65,full_finetune,112,3584,0.9545524748308318,0.21896763141232206,0.8113543998295144,0.2243606857557953,103.6397324000136,10.262854399974458,113.9804465000052,2.1468114852905273,"[3e-05, 0.0003]"
66,full_finetune,112,3584,0.9462727143296173,0.21852616996320734,0.8118740553598436,0.22447611509290435,103.52937830000883,10.243411800009198,113.84973010001704,2.1468114852905273,"[3e-05, 0.0003]"
67,full_finetune,112,3584,0.9364710428885051,0.2193825364551763,0.81259082010932,0.2261106034658196,102.99714839999797,10.144688200030942,113.21972469997127,2.1468114852905273,"[3e-05, 0.0003]"
68,full_finetune,112,3584,0.9560644083789417,0.22062705313960282,0.8133200742237735,0.2261105404782898,103.0753010000335,10.186734799994156,113.33894799998961,2.1468114852905273,"[3e-05, 0.0003]"
69,full_finetune,112,3584,0.9431018632437501,0.2213350638404179,0.8136009532958857,0.22659613746511215,103.26213230000576,10.26907919999212,113.61005499999737,2.1468114852905273,"[3e-05, 0.0003]"
70,full_finetune,112,3584,0.9488363180841718,0.22160412873121044,0.8141039025697335,0.22720400403583424,103.17153039999539,9.978020700043999,113.22748170001432,2.1468114852905273,"[3e-05, 0.0003]"
71,full_finetune,112,3584,0.9348909881498132,0.2228389857337813,0.8146823696327015,0.22792844795897227,103.0782064999803,10.348368099948857,113.50332399999024,2.1468114852905273,"[3e-05, 0.0003]"
72,full_finetune,112,3584,0.9325247188763959,0.22267868732443152,0.8154957497784167,0.22810183998579664,103.15980680001667,10.01581090001855,113.25462279998465,2.1468114852905273,"[3e-05, 0.0003]"
73,full_finetune,112,3584,0.9658709540963173,0.22371014677586723,0.8161837224330049,0.22646832780940226,103.37727490003454,10.218832099984866,113.67635010002414,2.1468114852905273,"[3e-05, 0.0003]"
74,full_finetune,112,3584,0.9484399322952543,0.22515464397096402,0.8165900834058298,0.2273222456446824,103.44555629999377,9.960907900007442,113.48278129997198,2.1468114852905273,"[3e-05, 0.0003]"
75,full_finetune,112,3584,0.9383999178452151,0.226818820998084,0.8168065031030167,0.2280740063895053,103.37710799998604,10.208353099995293,113.66456120001385,2.1468114852905273,"[3e-05, 0.0003]"
76,full_finetune,112,3584,0.9586452522448131,0.22682186491574927,0.8169207326895912,0.227519565837639,103.38102319999598,9.886486999981571,113.34599189995788,2.1468114852905273,"[3e-05, 0.0003]"
77,full_finetune,112,3584,0.9428897303129945,0.22845940486589464,0.8168168741437812,0.2279480255200929,103.73350569995819,10.243675799982157,114.05581960000563,2.1468114852905273,"[3e-05, 0.0003]"
78,full_finetune,112,3584,0.95900168802057,0.22921230355820502,0.8173448666389861,0.227339053570856,103.27723190002143,10.179744700028095,113.53327580000041,2.1468114852905273,"[3e-05, 0.0003]"
79,full_finetune,112,3584,0.9451412005083901,0.230505910254843,0.8183254465948494,0.22695881699472062,103.49836289999075,10.209900600020774,113.78485449997243,2.1468114852905273,"[3e-05, 0.0003]"
80,full_finetune,112,3584,0.9318299054035118,0.2334253463547253,0.8192410627629739,0.22690793947814303,103.37680869997712,10.215396800020244,113.66758149996167,2.1468114852905273,"[3e-05, 0.0003]"
81,full_finetune,112,3584,0.9451786098735673,0.233222152575659,0.8201780550988769,0.22784269503371926,109.29983710002853,15.23158019996481,124.72835419996409,2.1468114852905273,"[3e-05, 0.0003]"
82,full_finetune,112,3584,0.9369813938226018,0.2393861054047803,0.8212739052924621,0.22817759066712728,111.78658839996206,15.145604900026228,127.1030286999885,2.1468114852905273,"[3e-05, 0.0003]"
83,full_finetune,112,3584,0.9498446126069341,0.2403323433779926,0.8218908375903103,0.2274987042969687,111.06572989997221,15.173321900016163,126.49983419995988,2.1468114852905273,"[3e-05, 0.0003]"
84,full_finetune,112,3584,0.9418841036302703,0.2412302681473886,0.8226864225593876,0.22974800988589433,111.32370660000015,15.22246289998293,126.71211199997924,2.1468114852905273,"[3e-05, 0.0003]"
85,full_finetune,112,3584,0.9402710837977273,0.23567904358150232,0.8231763632011793,0.22835011342750589,106.15195470000617,10.40695739997318,116.65094729996054,2.1468114852905273,"[3e-05, 0.0003]"
86,full_finetune,112,3584,0.9431888881538596,0.24265471069662975,0.8232693456142304,0.2276003293933199,105.43741280003451,10.797920799988788,116.3369327999535,2.1468114852905273,"[3e-05, 0.0003]"
87,full_finetune,112,3584,0.9486124116395201,0.24473546186103637,0.823216897936635,0.22937392566856013,103.69244329998037,10.368843499978539,114.13736380002229,2.1468114852905273,"[3e-05, 0.0003]"
88,full_finetune,112,3584,0.9508475097162383,0.24623253635968476,0.8231723843235228,0.2298361816642592,103.0844180000131,10.055518899986055,113.22102390002692,2.1468114852905273,"[3e-05, 0.0003]"
89,full_finetune,112,3584,0.9500068181327411,0.2460155417187793,0.823546850557717,0.23035924843095104,103.19547740003327,10.370393199962564,113.64446170005249,2.1468114852905273,"[3e-05, 0.0003]"
90,full_finetune,112,3584,0.9474129815186773,0.2460257502163501,0.8237768457883712,0.23042193553085016,103.23430159996497,10.426818500040099,113.74042069999268,2.1468114852905273,"[3e-05, 0.0003]"
91,full_finetune,112,3584,0.9366139466209071,0.2464692405759033,0.8238796999083019,0.23005101622960095,103.28108990000328,10.125925400003325,113.4844613999594,2.1468114852905273,"[3e-05, 0.0003]"
92,full_finetune,112,3584,0.9253015896039349,0.24710325729370905,0.8235896344918954,0.23031752747189765,103.06328839994967,10.319547399994917,113.45862749998923,2.1468114852905273,"[3e-05, 0.0003]"
93,full_finetune,112,3584,0.9310853869787284,0.24814858157861422,0.8232808023676845,0.23219105271824408,103.28946880000876,10.222612200013828,113.59069060004549,2.1468114852905273,"[3e-05, 0.0003]"
94,full_finetune,112,3584,0.931809124137674,0.2483634806938364,0.8238051081048726,0.2319664747248005,103.1278764999588,10.075281400000677,113.27891090000048,2.1468114852905273,"[3e-05, 0.0003]"
95,full_finetune,112,3584,0.925093449652195,0.24936332065181452,0.8243624133982573,0.23137458887490267,103.18833010003436,10.274808799964376,113.53961939999135,2.1468114852905273,"[3e-05, 0.0003]"
96,full_finetune,112,3584,0.9313618157591138,0.25016529176634694,0.8242477938976901,0.23263875058521086,102.87051869998686,10.422370599990245,113.3716138000018,2.1468114852905273,"[3e-05, 0.0003]"
97,full_finetune,112,3584,0.9426747874489853,0.2503981983000602,0.8242370118478625,0.23337001429089957,103.24942559999181,10.328953900025226,113.65779049997218,2.1468114852905273,"[3e-05, 0.0003]"
98,full_finetune,112,3584,0.9254271473203387,0.24995645337015934,0.8241495252124783,0.23226582175683957,103.28980929998215,9.904918600048404,113.27313230000436,2.1468114852905273,"[3e-05, 0.0003]"
99,full_finetune,112,3584,0.9278074790324483,0.25010760445985397,0.8239833566229553,0.2320027591236434,103.37557550001657,10.265437599970028,113.71993590000784,2.1468114852905273,"[3e-05, 0.0003]"
100,full_finetune,112,3584,0.9170330283897263,0.2503431148248584,0.824721690110306,0.23261902876594023,103.46599940001033,10.147642500000075,113.69482519995654,2.1468114852905273,"[3e-05, 0.0003]"
