organ,threshold,dice,iou,precision,recall,specificity
left_lung,0.5,0.9727290633003262,0.9469060483940341,0.9745301129655048,0.9709346584704669,0.996773621840566
right_lung,0.5,0.9785571020037591,0.9580144949104735,0.9788342533395148,0.978280107571217,0.9968182864172027
heart,0.45,0.9628464687363624,0.9283548093050972,0.9620691992661244,0.9636249951563586,0.9963073681086003
